V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51
120,120,123,120,120,120,120,120,120,120,120,120,120,123,120,117,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1
120,123,120,120,120,120,120,120,120,120,120,120,123,120,117,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1
123,120,120,120,120,120,120,120,120,120,120,123,120,117,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1
120,120,120,120,120,120,120,120,120,120,123,120,117,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1
120,120,120,120,120,120,120,120,120,123,120,117,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,1
120,120,120,120,120,120,120,120,123,120,117,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,1
120,120,120,120,120,120,120,123,120,117,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,1
120,120,120,120,120,120,123,120,117,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,1
120,120,120,120,120,123,120,117,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,1
120,120,120,120,123,120,117,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,1
120,120,120,123,120,117,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,1
120,120,123,120,117,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,1
120,123,120,117,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,1
123,120,117,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,1
120,117,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,1
117,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,1
120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,1
120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,1
120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1
120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,1
120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,1
117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,1
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,1
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,1
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,1
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,1
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,1
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,1
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,1
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,1
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,1
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,1
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,1
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,1
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,1
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,1
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,1
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,1
120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,1
120,120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,1
120,120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,1
120,120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,1
120,120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,1
120,120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,1
120,120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,1
120,120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,1
120,120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,1
120,120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,1
120,120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,1
120,120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,1
120,120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,1
120,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,1
117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,1
120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,1
120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,1
120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,1
120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,1
120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,1
120,120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,1
120,120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,1
120,120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,1
120,120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,1
120,120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,1
120,120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,1
120,120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,1
120,120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,1
120,123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,1
123,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,1
120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,1
120,120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,1
120,120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,1
120,120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,1
120,120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,1
120,120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,1
120,120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,1
120,120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,1
120,120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,1
120,120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,1
120,120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,1
120,120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,1
120,120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,1
120,117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,1
117,114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,1
114,114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,1
114,114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,1
114,114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,1
114,114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,1
114,114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,1
114,117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,1
117,117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,1
117,117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,1
117,117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,1
117,117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,1
117,117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,1
117,117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,1
117,117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,1
117,117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,1
117,120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,1
120,120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,1
120,117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,1
117,117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,1
117,117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,1
117,117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,1
117,117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,1
117,120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,1
120,120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,1
120,117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,1
117,117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,1
117,120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,1
120,120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,1
120,120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,1
120,120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,1
120,114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,120,1
114,117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,120,120,1
117,117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,120,120,120,1
117,117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,120,120,120,120,1
117,117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,120,120,120,120,120,1
117,117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,120,120,120,120,120,120,1
117,117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,120,120,120,120,120,120,120,1
117,117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,120,120,120,120,120,120,120,120,1
117,120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,120,120,120,120,120,120,120,120,120,1
120,117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,120,120,120,120,120,120,120,120,120,120,1
117,120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1
120,117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1
117,120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1
120,117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1
117,120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1
120,120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1
120,117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1
117,111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,1
111,114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,1
114,117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,1
117,114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,1
114,111,114,114,111,111,114,111,111,111,117,117,120,120,117,120,120,117,120,117,117,120,117,117,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,123,120,120,120,120,1
